block,style,default_uid,style_uid,word_index,word,phone_index,phone,default_start,default_end,style_start,style_end,default_duration,style_duration,log_duration_ratio,phone_class,default_relative_db,default_f0,default_asr_3408,default_internal_asr_3408,default_emotion_3408,default_internal_emotion_3408,default_intent_3408_last,default_internal_intent_3408_last,default_speaker_count_3408_last,default_internal_speaker_count_3408_last,default_emotion_3407,default_internal_emotion_3407,default_emotion_3409,default_internal_emotion_3409,style_relative_db,style_f0,style_asr_3408,style_internal_asr_3408,style_emotion_3408,style_internal_emotion_3408,style_intent_3408_last,style_internal_intent_3408_last,style_speaker_count_3408_last,style_internal_speaker_count_3408_last,style_emotion_3407,style_internal_emotion_3407,style_emotion_3409,style_internal_emotion_3409
ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,ex04_default_00334,ex04_enunciated_00334,8,other,1,DH,2.75,2.8,5.67,5.73,0.04999999999999982,0.0600000000000005,0.18232155679396644,fricative,-1.4454980431018267,404.0978188585812,1,0,1,0,0,0,0,0,1,0,1,0,-0.4162116489783257,303.284469131658,1,0,1,0,1,0,0,0,1,0,1,0
ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,ex04_default_00334,ex04_enunciated_00334,8,other,2,ER0,2.8,2.88,5.73,5.86,0.08000000000000007,0.1299999999999999,0.48550781578169916,vowel,3.3272445669802098,439.8575880013784,1,1,0,0,1,0,1,0,0,0,0,0,3.709724419773339,318.6885365020964,2,2,0,0,1,1,1,0,0,0,0,0
ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,ex04_default_00334,ex04_enunciated_00334,9,movies,0,M,2.88,2.95,5.86,6.01,0.07000000000000028,0.14999999999999947,0.7621400520468891,sonorant,-0.1881251515954741,293.21386821298637,2,0,1,0,1,0,0,0,2,0,1,0,3.5029817342768137,260.55165726157503,1,0,1,0,1,0,1,0,2,0,1,0
ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,ex04_default_00334,ex04_enunciated_00334,9,movies,1,UW1,2.95,3.02,6.01,6.18,0.06999999999999984,0.16999999999999993,0.8873031950009047,vowel,-1.3016006663060318,206.87035355870586,1,1,0,0,1,0,1,0,0,0,0,0,1.6768311877441968,357.01523632212366,2,2,1,1,2,1,0,0,1,1,1,0
ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,ex04_default_00334,ex04_enunciated_00334,9,movies,2,V,3.02,3.07,6.18,6.23,0.04999999999999982,0.05000000000000071,1.7763568394002347e-14,fricative,-10.772021381402334,180.31311012761623,1,0,1,0,1,0,1,0,1,0,1,0,-12.219049946023759,186.82190446171705,1,0,1,0,1,0,1,0,1,0,0,0
ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,ex04_default_00334,ex04_enunciated_00334,9,movies,3,IY0,3.07,3.15,6.23,6.44,0.08000000000000007,0.20999999999999996,0.965080896043586,vowel,-2.3351733724518806,218.19278804190677,2,1,0,0,1,1,0,0,0,0,0,0,-6.920940603695856,178.35798501201498,1,1,1,1,1,1,0,0,1,1,1,1
ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,ex04_default_00334,ex04_enunciated_00334,9,movies,4,Z,3.15,3.21,6.44,6.59,0.06000000000000005,0.14999999999999947,0.9162907318741507,fricative,-11.54861005947335,234.2374350761508,0,0,1,0,0,0,0,0,1,0,1,0,-14.557850030793297,227.7915936223155,1,0,1,0,1,0,1,0,1,0,1,0
ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,ex04_default_00334,ex04_enunciated_00334,10,did,0,D,3.21,3.26,6.79,6.85,0.04999999999999982,0.05999999999999961,0.18232155679395162,stop/affricate,-18.74535919095456,,1,0,1,0,1,0,1,0,1,0,1,0,-7.264088433769885,198.0420108266524,1,1,1,0,1,0,1,0,1,0,1,0
ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,ex04_default_00334,ex04_enunciated_00334,10,did,1,IH1,3.26,3.3,6.85,6.92,0.040000000000000036,0.07000000000000028,0.5596157879354259,vowel,1.304050461519322,252.05682066174387,1,0,0,0,0,0,0,0,0,0,0,0,0.6545260614072629,243.78361984368166,1,1,1,0,1,1,0,0,1,0,1,0
ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,ex04_default_00334,ex04_enunciated_00334,10,did,2,D,3.3,3.33,6.92,6.96,0.03000000000000025,0.040000000000000036,0.2876820724517735,stop/affricate,-9.082554142062214,224.93210858730998,1,0,0,0,1,0,0,0,0,0,0,0,-7.70086611708674,219.41882496584918,1,0,0,0,1,0,0,0,0,0,0,0
ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,ex04_default_00334,ex04_enunciated_00334,11,he,0,HH,3.33,3.36,6.96,7.04,0.029999999999999805,0.08000000000000007,0.9808292530117336,fricative,-1.8554595415971775,266.29558012183713,0,0,0,0,0,0,0,0,0,0,0,0,-10.991603032714632,202.54277185423933,1,0,1,0,1,0,1,0,1,0,1,0
ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,ex04_default_00334,ex04_enunciated_00334,11,he,1,IY1,3.36,3.42,7.04,7.16,0.06000000000000005,0.1200000000000001,0.6931471805599453,vowel,1.46172512687757,271.9424650861374,1,0,0,0,1,0,0,0,1,0,0,0,-0.6907626949757022,248.30315401785833,2,2,1,0,0,0,0,0,1,0,1,0
ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,ex04_default_00334,ex04_enunciated_00334,12,act,0,AE1,3.42,3.49,7.22,7.36,0.07000000000000028,0.14000000000000057,0.6931471805599453,vowel,5.50188328436985,318.5014864373764,1,0,1,0,0,0,1,0,0,0,0,0,-1.9620897393805827,321.6845507878965,1,1,1,0,1,1,0,0,1,1,1,0
ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,ex04_default_00334,ex04_enunciated_00334,12,act,1,K,3.49,3.56,7.36,7.49,0.06999999999999984,0.1299999999999999,0.619039208406225,stop/affricate,-6.596997892448848,464.2218705996326,2,0,0,0,1,1,0,0,0,0,0,0,-16.920945912825196,527.5117179408793,2,1,1,1,1,0,0,0,1,1,1,1
ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,ex04_default_00334,ex04_enunciated_00334,12,act,2,T,3.56,3.68,7.49,7.57,0.1200000000000001,0.08000000000000007,-0.40546510810816444,stop/affricate,-19.765546715340246,213.1493654292991,1,0,2,0,2,0,1,0,2,0,1,0,-14.537006086189024,,1,0,0,0,1,0,1,0,1,0,0,0
ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,ex04_default_00334,ex04_enunciated_00334,13,in,0,IH0,3.68,3.78,7.57,7.8,0.09999999999999964,0.22999999999999954,0.8329091229351054,vowel,-8.309929625065555,173.37503424017206,1,1,0,0,0,0,0,0,0,0,0,0,-9.052787516541827,183.07624858231088,3,2,2,2,3,2,1,1,2,1,1,1
ex04::OKAY SINCE WE'RE TALKING ABOUT WILL SMITH WHAT OTHER MOVIES DID HE ACT IN,enunciated,ex04_default_00334,ex04_enunciated_00334,13,in,1,N,3.78,3.92,7.8,7.95,0.14000000000000012,0.15000000000000036,0.06899287148695288,sonorant,-17.916980115800435,165.38236332043996,1,0,0,0,1,0,0,0,1,0,0,0,-15.40584423199299,171.74926838279242,1,0,0,0,0,0,0,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,0,the,0,DH,0.15,0.24,0.16,0.24,0.09,0.07999999999999999,-0.11778303565638351,fricative,-6.443252044700282,246.18538003682966,1,0,1,0,1,0,0,0,1,0,1,0,-9.541422183191555,282.7545531226457,0,0,0,0,0,0,0,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,0,the,1,AH0,0.24,0.3,0.24,0.33,0.06,0.09000000000000002,0.40546510810816466,vowel,3.251578104335141,303.5619240339879,1,0,0,0,0,0,0,0,0,0,0,0,2.8652769859023266,344.0503436464591,2,1,1,0,1,0,0,0,1,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,1,son,0,S,0.3,0.44,0.33,0.5,0.14,0.16999999999999998,0.1941560144409572,fricative,-5.560000087994974,329.68375611509765,1,0,0,0,1,0,0,0,0,0,0,0,-3.8056825801708833,404.9504031678685,1,0,0,0,1,0,0,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,1,son,1,AH1,0.44,0.57,0.5,0.66,0.12999999999999995,0.16000000000000003,0.2076393647782451,vowel,5.838309933257921,349.8835730991975,3,1,1,0,2,1,1,0,1,0,1,0,6.041927863467414,406.87337095256106,3,2,1,0,2,1,1,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,1,son,2,N,0.57,0.6,0.66,0.69,0.030000000000000027,0.029999999999999916,-3.663735981263024e-15,sonorant,3.3961514451180657,445.4454316061395,0,0,0,0,0,0,0,0,0,0,0,0,-0.4178470431811429,444.20242758604434,1,0,0,0,1,0,0,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,2,allegiant,0,AH0,0.88,0.96,1.02,1.13,0.07999999999999996,0.10999999999999988,0.318453731118534,vowel,3.979737081579522,322.5401545055794,2,1,0,0,0,0,1,0,0,0,0,0,5.204861038311922,323.9134403824937,3,1,0,0,0,0,1,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,2,allegiant,1,L,0.96,1.07,1.13,1.23,0.1100000000000001,0.10000000000000009,-0.0953101798043249,sonorant,0.9636594099220324,305.4586332663969,2,0,1,0,1,0,1,0,1,0,2,0,-1.4421339129350494,256.9879225635764,1,0,1,0,1,0,1,0,2,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,2,allegiant,2,IY1,1.07,1.18,1.23,1.34,0.10999999999999988,0.1100000000000001,1.9984014443252798e-15,vowel,5.038985361412379,375.2108869828534,1,1,0,0,1,0,0,0,0,0,1,0,3.0255817310345927,348.4161681605243,1,1,0,0,1,1,0,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,2,allegiant,3,JH,1.18,1.28,1.34,1.44,0.10000000000000009,0.09999999999999987,-2.2204460492503154e-15,stop/affricate,-10.514514455301862,255.05478049996782,1,0,1,0,1,0,1,0,1,0,1,0,-11.108441040924914,,1,0,2,0,1,0,0,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,2,allegiant,4,AH0,1.28,1.38,1.44,1.52,0.09999999999999987,0.08000000000000007,-0.2231435513142075,vowel,-2.7870200250062545,219.21605170529506,1,1,0,0,1,1,0,0,0,0,1,0,-4.334355099837977,221.8852247460548,1,0,0,0,1,0,1,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,2,allegiant,5,N,1.38,1.42,1.52,1.56,0.040000000000000036,0.040000000000000036,0.0,sonorant,-8.491445209817147,255.53062181760768,1,0,0,0,0,0,0,0,0,0,0,0,-4.328307294719844,210.38003416031938,1,0,0,0,0,0,0,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,2,allegiant,6,T,1.42,1.5,1.56,1.62,0.08000000000000007,0.06000000000000005,-0.2876820724517809,stop/affricate,-17.34883211940634,265.5014306624969,0,0,0,0,0,0,0,0,0,0,0,0,-13.225683038408855,202.71071642844908,0,0,0,0,0,0,0,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,3,and,0,AE1,1.67,1.77,1.75,1.83,0.10000000000000009,0.08000000000000007,-0.2231435513142097,vowel,-2.9020926088862655,262.591480870162,2,1,0,0,0,0,1,1,0,0,0,0,-5.655793558514497,335.34512168399647,2,1,0,0,1,0,1,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,3,and,1,N,1.77,1.82,1.83,1.86,0.050000000000000044,0.030000000000000027,-0.5108256237659907,sonorant,0.2108033262847767,257.3130499168902,1,0,0,0,0,0,0,0,0,0,0,0,1.2324315698083412,326.0670412630645,1,0,0,0,0,0,0,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,3,and,2,D,1.82,1.86,1.86,1.99,0.040000000000000036,0.1299999999999999,1.1786549963416444,stop/affricate,-0.8338601414996796,248.10939168381083,0,0,1,0,1,0,0,0,1,0,1,0,-1.2753631844320135,258.09152611262834,1,0,0,0,1,0,0,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,4,walk,0,W,1.86,2.04,1.99,2.07,0.17999999999999994,0.07999999999999985,-0.8109302162163303,sonorant,-0.9005108220218498,241.51100839201737,1,0,1,0,1,0,0,0,1,0,1,0,2.1113486029441155,268.07476650568356,1,0,1,0,1,0,0,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,4,walk,1,AA1,2.04,2.13,2.07,2.18,0.08999999999999986,0.11000000000000032,0.2006706954621556,vowel,9.427155635991923,367.77209206737,1,1,0,0,1,1,1,0,0,0,0,0,14.431143203739044,348.8291930197502,1,1,0,0,1,1,1,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,4,walk,2,K,2.13,2.27,2.18,2.31,0.14000000000000012,0.1299999999999999,-0.07410797215372364,stop/affricate,-9.533095792664293,477.6165773018936,2,1,1,1,2,1,0,0,1,1,1,0,-12.620572771296859,388.01019790199626,2,1,1,0,1,0,0,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,5,two,0,T,2.32,2.39,2.31,2.39,0.07000000000000028,0.08000000000000007,0.13353139262451946,stop/affricate,-14.657134606902872,,1,0,1,0,1,0,1,0,1,0,1,0,-9.633237470202669,354.78962109547547,1,0,1,0,1,0,1,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,5,two,1,UW1,2.39,2.49,2.39,2.49,0.10000000000000009,0.10000000000000009,0.0,vowel,1.1059408539179723,323.5347219708683,2,1,0,0,1,0,0,0,1,0,0,0,4.960236385835158,365.7722372400747,2,1,0,0,1,0,0,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,6,moons,0,M,2.49,2.61,2.49,2.6,0.11999999999999966,0.10999999999999988,-0.08701137698962812,sonorant,0.7560726922211449,271.14566713634724,1,0,1,0,1,0,0,0,1,0,1,0,0.27758492517282785,268.6330033102511,0,0,0,0,0,0,0,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,6,moons,1,UW1,2.61,2.79,2.6,2.7,0.18000000000000016,0.10000000000000009,-0.587786664902119,vowel,-1.1796692556136608,239.27113814343642,2,2,1,1,2,2,1,0,1,1,1,1,-0.4001192740136946,274.08643274007125,2,0,1,0,2,0,1,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,6,moons,2,N,2.79,2.86,2.7,2.82,0.06999999999999984,0.11999999999999966,0.5389965007326865,sonorant,-4.411236641126754,198.44312945745625,1,0,1,1,1,0,0,0,1,0,1,1,-2.61463949295387,408.7947478155751,2,2,2,1,1,1,0,0,2,1,1,1
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,6,moons,3,Z,2.86,2.93,2.82,2.9,0.07000000000000028,0.08000000000000007,0.13353139262451946,fricative,-10.11489194488716,214.0232263855646,0,0,0,0,0,0,1,0,0,0,0,0,-5.45035385650999,390.77078483268923,0,0,0,0,0,0,1,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,7,are,0,AA1,2.93,3.02,2.97,3.0,0.08999999999999986,0.029999999999999805,-1.0986122886681147,vowel,-9.479221625871533,,1,1,0,0,0,0,1,1,0,0,0,0,-2.3820499724967665,226.53105947161714,0,0,0,0,0,0,0,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,7,are,1,R,3.02,3.09,3.0,3.07,0.06999999999999984,0.06999999999999984,0.0,sonorant,-0.2813121977709121,237.28315354698313,2,0,0,0,0,0,0,0,0,0,0,0,-1.1548635054968241,136.90240088682202,2,0,0,0,0,0,0,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,8,similar,0,S,3.09,3.23,3.07,3.22,0.14000000000000012,0.15000000000000036,0.06899287148695288,fricative,-2.813124327940202,221.9545063282435,1,0,2,0,2,0,1,0,2,0,2,0,-3.680939905740091,,0,0,1,0,1,0,0,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,8,similar,1,IH1,3.23,3.29,3.22,3.29,0.06000000000000005,0.06999999999999984,0.15415067982725514,vowel,-2.038434334170058,451.8873985447476,1,0,0,0,0,0,0,0,0,0,0,0,3.403015713779049,394.3579366225634,2,0,1,0,1,0,1,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,8,similar,2,M,3.29,3.35,3.29,3.36,0.06000000000000005,0.06999999999999984,0.15415067982725514,sonorant,-2.2913791920682307,391.56583354532154,1,0,2,0,1,0,1,0,1,0,1,0,-3.1100740300074765,393.6610742845905,1,0,1,0,1,0,0,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,8,similar,3,AH0,3.35,3.44,3.36,3.46,0.08999999999999986,0.10000000000000009,0.10536051565782874,vowel,-2.4967003561660266,195.60017051105467,1,1,1,1,1,1,0,0,1,1,1,1,0.2527676143529669,293.3685645095206,1,1,1,1,1,1,1,0,1,1,1,1
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,8,similar,4,L,3.44,3.48,3.46,3.51,0.040000000000000036,0.04999999999999982,0.22314355131420532,sonorant,-6.7095159468177386,175.19120131855718,1,0,1,0,1,0,1,0,1,0,0,0,-2.6169002375406896,198.31568488018843,1,0,1,0,1,0,1,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,happy,ex04_default_00183,ex04_happy_00183,8,similar,5,ER0,3.48,3.67,3.51,3.75,0.18999999999999995,0.2400000000000002,0.23361485118150632,vowel,-16.382462348933092,157.69867241236807,1,1,0,0,1,1,0,0,1,1,0,0,-11.146912173614435,194.89681607474307,1,1,0,0,1,1,0,0,1,1,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,ex04_default_00183,ex04_sad_00183,0,the,0,DH,0.15,0.24,0.15,0.37,0.09,0.22,0.8938178760220965,fricative,-6.443252044700282,246.18538003682966,1,0,1,0,1,0,0,0,1,0,1,0,-13.212125007563653,172.68244041928702,1,0,1,0,1,0,0,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,ex04_default_00183,ex04_sad_00183,0,the,1,AH0,0.24,0.3,0.37,0.47,0.06,0.09999999999999998,0.5108256237659905,vowel,3.251578104335141,303.5619240339879,1,0,0,0,0,0,0,0,0,0,0,0,2.6897896079184003,242.09789194146276,1,1,0,0,0,0,0,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,ex04_default_00183,ex04_sad_00183,1,son,0,S,0.3,0.44,0.47,0.64,0.14,0.17000000000000004,0.19415601444095756,fricative,-5.560000087994974,329.68375611509765,1,0,0,0,1,0,0,0,0,0,0,0,-4.602802262959866,190.248738049233,1,0,0,0,1,0,0,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,ex04_default_00183,ex04_sad_00183,1,son,1,AH1,0.44,0.57,0.64,0.83,0.12999999999999995,0.18999999999999995,0.3794896217049038,vowel,5.838309933257921,349.8835730991975,3,1,1,0,2,1,1,0,1,0,1,0,0.9979181166857929,252.44945004746862,3,2,1,0,3,1,0,0,2,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,ex04_default_00183,ex04_sad_00183,1,son,2,N,0.57,0.6,0.83,1.04,0.030000000000000027,0.21000000000000008,1.9459101490553128,sonorant,3.3961514451180657,445.4454316061395,0,0,0,0,0,0,0,0,0,0,0,0,0.5149054478973772,244.65218336567122,1,0,0,0,0,0,0,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,ex04_default_00183,ex04_sad_00183,2,allegiant,0,AH0,0.88,0.96,1.07,1.22,0.07999999999999996,0.1499999999999999,0.628608659422374,vowel,3.979737081579522,322.5401545055794,2,1,0,0,0,0,1,0,0,0,0,0,-8.503010279029075,224.5712598231707,2,2,0,0,1,1,1,1,1,1,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,ex04_default_00183,ex04_sad_00183,2,allegiant,1,L,0.96,1.07,1.22,1.34,0.1100000000000001,0.1200000000000001,0.0870113769896297,sonorant,0.9636594099220324,305.4586332663969,2,0,1,0,1,0,1,0,1,0,2,0,-1.3529860809101677,230.2536911111212,3,1,1,0,1,0,0,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,ex04_default_00183,ex04_sad_00183,2,allegiant,2,IY1,1.07,1.18,1.34,1.45,0.10999999999999988,0.10999999999999988,0.0,vowel,5.038985361412379,375.2108869828534,1,1,0,0,1,0,0,0,0,0,1,0,0.39056119078765744,230.3814109069105,1,1,1,0,1,1,1,0,1,0,1,1
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,ex04_default_00183,ex04_sad_00183,2,allegiant,3,JH,1.18,1.28,1.45,1.55,0.10000000000000009,0.10000000000000009,0.0,stop/affricate,-10.514514455301862,255.05478049996782,1,0,1,0,1,0,1,0,1,0,1,0,-8.475963470790399,185.0387139890764,1,0,1,0,1,0,1,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,ex04_default_00183,ex04_sad_00183,2,allegiant,4,AH0,1.28,1.38,1.55,1.65,0.09999999999999987,0.09999999999999987,0.0,vowel,-2.7870200250062545,219.21605170529506,1,1,0,0,1,1,0,0,0,0,1,0,-0.5641747883254428,222.8151166460378,1,1,0,0,1,1,0,0,0,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,ex04_default_00183,ex04_sad_00183,2,allegiant,5,N,1.38,1.42,1.65,1.71,0.040000000000000036,0.06000000000000005,0.4054651081081644,sonorant,-8.491445209817147,255.53062181760768,1,0,0,0,0,0,0,0,0,0,0,0,-1.2010833762245834,216.288949574938,1,0,1,1,1,0,0,0,1,1,1,1
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,ex04_default_00183,ex04_sad_00183,2,allegiant,6,T,1.42,1.5,1.71,1.81,0.08000000000000007,0.10000000000000009,0.22314355131420976,stop/affricate,-17.34883211940634,265.5014306624969,0,0,0,0,0,0,0,0,0,0,0,0,-10.764192035193503,187.77773755035645,0,0,0,0,0,0,1,1,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,ex04_default_00183,ex04_sad_00183,3,and,0,AE1,1.67,1.77,1.88,2.1,0.10000000000000009,0.2200000000000002,0.7884573603642703,vowel,-2.9020926088862655,262.591480870162,2,1,0,0,0,0,1,1,0,0,0,0,-2.9979400371988363,225.7636416491606,3,2,0,0,2,2,1,1,1,1,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,ex04_default_00183,ex04_sad_00183,3,and,1,N,1.77,1.82,2.1,2.18,0.050000000000000044,0.08000000000000007,0.47000362924573563,sonorant,0.2108033262847767,257.3130499168902,1,0,0,0,0,0,0,0,0,0,0,0,-0.07190062259463152,231.01682964490985,1,0,1,0,1,0,0,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,ex04_default_00183,ex04_sad_00183,3,and,2,D,1.82,1.86,2.18,2.32,0.040000000000000036,0.13999999999999968,1.2527629684953647,stop/affricate,-0.8338601414996796,248.10939168381083,0,0,1,0,1,0,0,0,1,0,1,0,-8.090819456393211,187.4702540071296,0,0,0,0,0,0,0,0,0,0,0,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,ex04_default_00183,ex04_sad_00183,4,walk,0,W,1.86,2.04,2.38,2.49,0.17999999999999994,0.11000000000000032,-0.49247648509779096,sonorant,-0.9005108220218498,241.51100839201737,1,0,1,0,1,0,0,0,1,0,1,0,-5.875954662354886,220.42810761105295,1,0,1,0,1,0,1,0,1,0,1,0
ex04::THE SON ALLEGIANT AND WALK TWO MOONS ARE SIMILAR,sad,ex04_default_00183,ex04_sad_00183,4,walk,1,AA1,2.04,2.13,2.49,2.59,0.08999999999999986,0.09999999999999964,0.10536051565782435,vowel,9.427155635991923,367.77209206737,1,1,0,0,1,1,1,0,0,0,0,0,5.346377431705709,211.7344694321406,2,1,1,0,1,1,0,0,0,0,1,0
